1228138936	Vdd	4.93	Vad	3.97	T	33.47
1228138945	Vdd	4.93	Vad	3.96	T	33.53
1228139138	Vdd	4.93	Vad	3.97	T	33.44
1228139207	Vdd	4.93	Vad	3.97	T	33.44
1228139508	Vdd	4.93	Vad	3.99	T	33.47
1228139809	Vdd	4.93	Vad	4.00	T	33.47
1228140110	Vdd	4.93	Vad	4.00	T	33.59
1228140411	Vdd	4.93	Vad	4.00	T	33.47
1228140713	Vdd	4.93	Vad	4.01	T	33.44
1228141014	Vdd	4.93	Vad	4.01	T	33.44
1228141315	Vdd	4.93	Vad	4.03	T	33.41
1228141617	Vdd	4.93	Vad	4.03	T	33.47
1228145217	Vdd	4.93	Vad	4.10	T	33.47
1228145519	Vdd	4.93	Vad	4.10	T	33.56
1228145820	Vdd	4.93	Vad	4.11	T	33.53
1228146121	Vdd	4.93	Vad	4.11	T	33.53
1228146422	Vdd	4.93	Vad	4.12	T	33.59
1228147024	Vdd	4.93	Vad	4.13	T	33.59
1228147326	Vdd	4.93	Vad	4.13	T	33.66
1228147627	Vdd	4.93	Vad	4.13	T	33.72
1228147928	Vdd	4.93	Vad	4.14	T	33.84
1228148229	Vdd	4.93	Vad	4.14	T	33.81
1228148831	Vdd	4.93	Vad	4.17	T	33.75
1228149133	Vdd	4.93	Vad	4.17	T	33.72
1228149434	Vdd	4.93	Vad	4.17	T	33.72
1228149735	Vdd	4.93	Vad	4.18	T	33.78
1228150036	Vdd	4.93	Vad	4.18	T	33.72
1228150337	Vdd	4.93	Vad	4.18	T	33.66
1228150639	Vdd	4.93	Vad	4.19	T	33.66
1228150940	Vdd	4.93	Vad	4.21	T	33.78
1228151241	Vdd	4.93	Vad	4.21	T	33.69
1228151542	Vdd	4.93	Vad	4.21	T	33.88
1228151844	Vdd	4.93	Vad	4.22	T	33.88
1228152145	Vdd	4.93	Vad	4.22	T	33.84
1228152446	Vdd	4.93	Vad	4.22	T	33.91
1228152747	Vdd	4.93	Vad	4.23	T	33.84
1228153049	Vdd	4.93	Vad	4.22	T	33.81
1228153350	Vdd	4.93	Vad	4.23	T	33.88
1228153651	Vdd	4.93	Vad	4.23	T	33.75
1228153952	Vdd	4.93	Vad	4.23	T	33.78
1228154254	Vdd	4.93	Vad	4.23	T	33.78
1228154555	Vdd	4.93	Vad	4.23	T	33.88
1228154856	Vdd	4.93	Vad	4.24	T	33.88
1228155157	Vdd	4.93	Vad	4.24	T	33.81
1228155458	Vdd	4.93	Vad	4.24	T	33.78
1228155760	Vdd	4.93	Vad	4.25	T	33.84
1228156061	Vdd	4.93	Vad	4.25	T	33.84
1228156362	Vdd	4.93	Vad	4.26	T	33.84
1228156663	Vdd	4.93	Vad	4.26	T	33.81
1228156964	Vdd	4.93	Vad	4.27	T	33.88
1228157266	Vdd	4.93	Vad	4.27	T	33.88
1228157567	Vdd	4.93	Vad	4.27	T	33.88
